"cat01_code","男女別人口総数及び世帯総数","cat02_code","秘匿地域・合算地域有り","area_code","新潟県","unit","value"
"0010","人口総数","1","無し","151050080","新潟市秋葉区飯柳","人","197"
"0010","人口総数","1","無し","151050090","新潟市秋葉区新津","人","163"
"0010","人口総数","1","無し","151050100","新潟市秋葉区山谷町","人","3158"
"0010","人口総数","1","無し","15105010001","新潟市秋葉区山谷町１丁目","人","801"
"0010","人口総数","1","無し","15105010002","新潟市秋葉区山谷町２丁目","人","957"
"0010","人口総数","1","無し","15105010003","新潟市秋葉区山谷町３丁目","人","1400"
"0010","人口総数","1","無し","151050110","新潟市秋葉区南町","人","642"
"0010","人口総数","1","無し","151050120","新潟市秋葉区美幸町","人","1676"
"0010","人口総数","1","無し","15105012001","新潟市秋葉区美幸町１丁目","人","508"
"0010","人口総数","1","無し","15105012002","新潟市秋葉区美幸町２丁目","人","508"
"0010","人口総数","1","無し","15105012003","新潟市秋葉区美幸町３丁目","人","660"
"0010","人口総数","1","無し","151050130","新潟市秋葉区新栄町","人","1113"
"0010","人口総数","1","無し","151050141","新潟市秋葉区古田","人","1801"
"0010","人口総数","1","無し","15105014101","新潟市秋葉区古田１丁目","人","282"
"0010","人口総数","1","無し","15105014102","新潟市秋葉区古田２丁目","人","648"
"0010","人口総数","1","無し","15105014103","新潟市秋葉区古田３丁目","人","376"
"0010","人口総数","1","無し","15105014104","新潟市秋葉区古田４丁目","人","495"
"0010","人口総数","1","無し","151050142","新潟市秋葉区古田","人","268"
"0010","人口総数","1","無し","151050150","新潟市秋葉区善道町","人","1112"
"0010","人口総数","1","無し","15105015001","新潟市秋葉区善道町１丁目","人","709"
"0010","人口総数","1","無し","15105015002","新潟市秋葉区善道町２丁目","人","403"
"0010","人口総数","1","無し","151050160","新潟市秋葉区善道","人","0"
"0010","人口総数","1","無し","151050170","新潟市秋葉区美善","人","1364"
"0010","人口総数","1","無し","151050180","新潟市秋葉区下興野町","人","935"
"0010","人口総数","1","無し","151050190","新潟市秋葉区下興野","人","0"
"0010","人口総数","1","無し","151050200","新潟市秋葉区北上","人","2040"
"0010","人口総数","1","無し","15105020001","新潟市秋葉区北上１丁目","人","1084"
"0010","人口総数","1","無し","15105020002","新潟市秋葉区北上２丁目","人","712"
"0010","人口総数","1","無し","15105020003","新潟市秋葉区北上３丁目","人","244"
"0010","人口総数","1","無し","151050210","新潟市秋葉区北上","人","0"
"0010","人口総数","1","無し","151050220","新潟市秋葉区北上新田","人","287"
"0010","人口総数","1","無し","151050230","新潟市秋葉区さつき野","人","2085"
"0010","人口総数","1","無し","15105023001","新潟市秋葉区さつき野１丁目","人","459"
"0010","人口総数","1","無し","15105023002","新潟市秋葉区さつき野２丁目","人","524"
"0010","人口総数","1","無し","15105023003","新潟市秋葉区さつき野３丁目","人","505"
"0010","人口総数","1","無し","15105023004","新潟市秋葉区さつき野４丁目","人","597"
"0010","人口総数","1","無し","151050250","新潟市秋葉区秋葉","人","1638"
"0010","人口総数","1","無し","15105025001","新潟市秋葉区秋葉１丁目","人","840"
"0010","人口総数","1","無し","15105025002","新潟市秋葉区秋葉２丁目","人","489"
"0010","人口総数","1","無し","15105025003","新潟市秋葉区秋葉３丁目","人","309"
"0010","人口総数","1","無し","151050260","新潟市秋葉区中沢町","人","601"
"0010","人口総数","1","無し","151050270","新潟市秋葉区吉岡町","人","803"
"0010","人口総数","1","無し","151050280","新潟市秋葉区田家","人","1472"
"0010","人口総数","1","無し","15105028001","新潟市秋葉区田家１丁目","人","508"
"0010","人口総数","1","無し","15105028002","新潟市秋葉区田家２丁目","人","626"
"0010","人口総数","1","無し","15105028003","新潟市秋葉区田家３丁目","人","338"
"0010","人口総数","1","無し","151050290","新潟市秋葉区田家","人","1"
"0010","人口総数","1","無し","151050300","新潟市秋葉区新津緑町","人","137"
"0010","人口総数","1","無し","151050310","新潟市秋葉区滝谷本町","人","113"
"0010","人口総数","1","無し","151050320","新潟市秋葉区滝谷町","人","590"
"0010","人口総数","1","無し","151050330","新潟市秋葉区草水町","人","1050"
"0010","人口総数","1","無し","15105033001","新潟市秋葉区草水町１丁目","人","396"
"0010","人口総数","1","無し","15105033002","新潟市秋葉区草水町２丁目","人","401"
"0010","人口総数","1","無し","15105033003","新潟市秋葉区草水町３丁目","人","253"
"0010","人口総数","1","無し","151050340","新潟市秋葉区東金沢","人","415"
"0010","人口総数","1","無し","151050350","新潟市秋葉区大安寺","人","318"
"0010","人口総数","1","無し","151050360","新潟市秋葉区中新田","人","555"
"0010","人口総数","1","無し","151050370","新潟市秋葉区満願寺","人","458"
"0010","人口総数","1","無し","151050380","新潟市秋葉区七日町","人","935"
"0010","人口総数","1","無し","151050390","新潟市秋葉区大蔵","人","222"
"0010","人口総数","1","無し","151050400","新潟市秋葉区北潟","人","161"
"0010","人口総数","1","無し","151050410","新潟市秋葉区川口","人","1655"
"0010","人口総数","1","無し","151050420","新潟市秋葉区結","人","1200"
"0010","人口総数","1","無し","151050430","新潟市秋葉区福島","人","401"
"0010","人口総数","1","無し","151050440","新潟市秋葉区みそら野","人","1918"
"0010","人口総数","1","無し","151050450","新潟市秋葉区荻島","人","1744"
"0010","人口総数","1","無し","15105045001","新潟市秋葉区荻島１丁目","人","462"
"0010","人口総数","1","無し","15105045002","新潟市秋葉区荻島２丁目","人","799"
"0010","人口総数","1","無し","15105045003","新潟市秋葉区荻島３丁目","人","483"
"0010","人口総数","1","無し","151050460","新潟市秋葉区荻島","人","0"
"0010","人口総数","1","無し","151050470","新潟市秋葉区こがね町","人","335"
"0010","人口総数","1","無し","151050480","新潟市秋葉区荻野町","人","823"
"0010","人口総数","1","無し","151050490","新潟市秋葉区田島","人","631"
"0010","人口総数","1","無し","151050500","新潟市秋葉区中野","人","2596"
"0010","人口総数","1","無し","15105050001","新潟市秋葉区中野１丁目","人","458"
"0010","人口総数","1","無し","15105050002","新潟市秋葉区中野２丁目","人","538"
"0010","人口総数","1","無し","15105050003","新潟市秋葉区中野３丁目","人","631"
"0010","人口総数","1","無し","15105050004","新潟市秋葉区中野４丁目","人","686"
"0010","人口総数","1","無し","15105050005","新潟市秋葉区中野５丁目","人","283"
"0010","人口総数","1","無し","151050510","新潟市秋葉区車場","人","3194"
"0010","人口総数","1","無し","15105051001","新潟市秋葉区車場１丁目","人","610"
"0010","人口総数","1","無し","15105051002","新潟市秋葉区車場２丁目","人","627"
"0010","人口総数","1","無し","15105051003","新潟市秋葉区車場３丁目","人","869"
"0010","人口総数","1","無し","15105051004","新潟市秋葉区車場４丁目","人","634"
"0010","人口総数","1","無し","15105051005","新潟市秋葉区車場５丁目","人","454"
"0010","人口総数","1","無し","151050520","新潟市秋葉区車場","人","71"
"0010","人口総数","1","無し","151050531","新潟市秋葉区あおば通り","人","1700"
"0010","人口総数","1","無し","15105053101","新潟市秋葉区あおば通り１丁目","人","698"
"0010","人口総数","1","無し","15105053102","新潟市秋葉区あおば通り２丁目","人","1002"
"0010","人口総数","1","無し","151050540","新潟市秋葉区市之瀬","人","397"
"0010","人口総数","1","無し","151050550","新潟市秋葉区覚路津","人","798"
"0010","人口総数","1","無し","151050560","新潟市秋葉区古津","人","821"
"0010","人口総数","1","無し","151050570","新潟市秋葉区西古津","人","675"
"0010","人口総数","1","無し","151050580","新潟市秋葉区蒲ケ沢","人","368"
"0010","人口総数","1","無し","151050590","新潟市秋葉区金津","人","360"
"0010","人口総数","1","無し","151050600","新潟市秋葉区塩谷","人","102"
"0010","人口総数","1","無し","151050610","新潟市秋葉区割町","人","75"
"0010","人口総数","1","無し","151050620","新潟市秋葉区朝日","人","1322"
"0010","人口総数","1","無し","151050630","新潟市秋葉区東島","人","1029"
"0010","人口総数","1","無し","151050640","新潟市秋葉区西島","人","703"
"0010","人口総数","1","無し","151050650","新潟市秋葉区中村","人","956"
"0010","人口総数","1","無し","151050660","新潟市秋葉区程島","人","942"
"0010","人口総数","1","無し","151050670","新潟市秋葉区大鹿","人","1094"
"0010","人口総数","1","無し","151050680","新潟市秋葉区栗宮","人","175"
"0010","人口総数","1","無し","151050690","新潟市秋葉区小戸上組","人","252"
"0010","人口総数","1","無し","151050700","新潟市秋葉区小戸下組","人","345"
"0010","人口総数","1","無し","151050710","新潟市秋葉区小屋場","人","278"
"0010","人口総数","1","無し","151050720","新潟市秋葉区梅ノ木","人","254"
"0010","人口総数","1","無し","151050730","新潟市秋葉区浦興野","人","242"
"0010","人口総数","1","無し","151050740","新潟市秋葉区出戸","人","212"
"0010","人口総数","1","無し","151050750","新潟市秋葉区子成場","人","226"
"0010","人口総数","1","無し","151050760","新潟市秋葉区新津四ツ興野","人","75"
"0010","人口総数","1","無し","151050770","新潟市秋葉区蕨曽根","人","181"
"0010","人口総数","1","無し","151050780","新潟市秋葉区大秋","人","86"
"0010","人口総数","1","無し","151050790","新潟市秋葉区川根","人","254"
"0010","人口総数","1","無し","151050800","新潟市秋葉区小口","人","432"
"0010","人口総数","1","無し","151050810","新潟市秋葉区大関","人","557"
"0010","人口総数","1","無し","151050820","新潟市秋葉区岡田","人","145"
"0010","人口総数","1","無し","151050830","新潟市秋葉区下新","人","176"
"0010","人口総数","1","無し","151050840","新潟市秋葉区市新","人","99"
"0010","人口総数","1","無し","151050850","新潟市秋葉区金屋","人","178"
"0010","人口総数","1","無し","151050860","新潟市秋葉区新郷屋","人","126"
"0010","人口総数","1","無し","151050870","新潟市秋葉区六郷","人","190"
"0010","人口総数","1","無し","151050910","新潟市秋葉区小須戸","人","2599"
"0010","人口総数","1","無し","151050920","新潟市秋葉区横川浜","人","1018"
"0010","人口総数","1","無し","151050930","新潟市秋葉区小向","人","214"
"0010","人口総数","1","無し","151050940","新潟市秋葉区水田","人","170"
"0010","人口総数","1","無し","151050950","新潟市秋葉区鎌倉","人","286"
"0010","人口総数","1","無し","151050960","新潟市秋葉区天ケ沢","人","443"
"0010","人口総数","1","無し","151050970","新潟市秋葉区舟戸町","人","605"
"0010","人口総数","1","無し","15105097001","新潟市秋葉区舟戸町１丁目","人","332"
"0010","人口総数","1","無し","15105097002","新潟市秋葉区舟戸町２丁目","人","273"
"0010","人口総数","1","無し","151050980","新潟市秋葉区松ヶ丘","人","594"
"0010","人口総数","1","無し","151050990","新潟市秋葉区矢代田","人","2161"
"0010","人口総数","1","無し","151051000","新潟市秋葉区新保","人","1117"
"0010","人口総数","1","無し","151051010","新潟市秋葉区竜玄","人","158"
"0010","人口総数","1","無し","151051020","新潟市秋葉区西金沢","人","0"
"0010","人口総数","1","無し","15106","新潟市南区","人","45685"
"0010","人口総数","1","無し","151060010","新潟市南区赤渋","人","368"
"0010","人口総数","1","無し","15106001001","新潟市南区赤渋","人","173"
"0010","人口総数","1","無し","15106001002","新潟市南区赤渋","人","195"
"0010","人口総数","1","無し","151060020","新潟市南区朝捲","人","183"
"0010","人口総数","1","無し","151060030","新潟市南区鯵潟","人","473"
"0010","人口総数","1","無し","15106003001","新潟市南区鯵潟","人","122"
"0010","人口総数","1","無し","15106003002","新潟市南区鯵潟","人","168"
"0010","人口総数","1","無し","15106003003","新潟市南区鯵潟","人","32"
"0010","人口総数","1","無し","15106003004","新潟市南区鯵潟","人","151"
"0010","人口総数","1","無し","151060040","新潟市南区鯵潟","人","466"
"0010","人口総数","1","無し","151060050","新潟市南区飯島新田","人","63"
"0010","人口総数","1","無し","151060060","新潟市南区和泉","人","1387"
"0010","人口総数","1","無し","15106006001","新潟市南区和泉","人","641"
"0010","人口総数","1","無し","15106006002","新潟市南区和泉","人","276"
"0010","人口総数","1","無し","15106006003","新潟市南区和泉","人","470"
"0010","人口総数","1","無し","151060070","新潟市南区犬帰新田","人","323"
"0010","人口総数","1","無し","15106007001","新潟市南区犬帰新田","人","187"
"0010","人口総数","1","無し","15106007002","新潟市南区犬帰新田","人","136"
"0010","人口総数","1","無し","151060080","新潟市南区茨曽根","人","1147"
"0010","人口総数","1","無し","15106008002","新潟市南区茨曽根","人","177"
"0010","人口総数","1","無し","15106008003","新潟市南区茨曽根","人","349"
"0010","人口総数","1","無し","15106008004","新潟市南区茨曽根","人","139"
"0010","人口総数","1","無し","15106008005","新潟市南区茨曽根","人","178"
"0010","人口総数","1","無し","15106008006","新潟市南区茨曽根","人","109"
"0010","人口総数","1","無し","15106008007","新潟市南区茨曽根","人","195"
"0010","人口総数","1","無し","151060090","新潟市南区鋳物師興野","人","46"
"0010","人口総数","1","無し","151060100","新潟市南区兎新田","人","53"
"0010","人口総数","1","無し","151060110","新潟市南区牛崎","人","99"
"0010","人口総数","1","無し","151060120","新潟市南区臼井","人","381"
"0010","人口総数","1","無し","151060130","新潟市南区獺ケ通","人","266"
"0010","人口総数","1","無し","151060140","新潟市南区浦梨","人","175"
"0010","人口総数","1","無し","151060150","新潟市南区大通","人","700"
"0010","人口総数","1","無し","15106015001","新潟市南区大通１丁目","人","395"
"0010","人口総数","1","無し","15106015002","新潟市南区大通２丁目","人","305"
"0010","人口総数","1","無し","151060160","新潟市南区大通黄金","人","2575"
"0010","人口総数","1","無し","15106016000","新潟市南区大通黄金７丁目","人","93"
"0010","人口総数","1","無し","15106016001","新潟市南区大通黄金１丁目","人","277"
"0010","人口総数","1","無し","15106016002","新潟市南区大通黄金２丁目","人","299"
"0010","人口総数","1","無し","15106016003","新潟市南区大通黄金３丁目","人","275"
"0010","人口総数","1","無し","15106016004","新潟市南区大通黄金４丁目","人","255"
"0010","人口総数","1","無し","15106016005","新潟市南区大通黄金５丁目","人","454"
"0010","人口総数","1","無し","15106016006","新潟市南区大通黄金６丁目","人","337"
"0010","人口総数","1","無し","15106016007","新潟市南区大通黄金７丁目","人","382"
"0010","人口総数","1","無し","15106016009","新潟市南区大通黄金４丁目","人","203"
"0010","人口総数","1","無し","151060170","新潟市南区大通西","人","301"
"0010","人口総数","1","無し","151060180","新潟市南区大通南","人","2427"
"0010","人口総数","1","無し","15106018001","新潟市南区大通南１丁目","人","747"
"0010","人口総数","1","無し","15106018002","新潟市南区大通南２丁目","人","575"
"0010","人口総数","1","無し","15106018003","新潟市南区大通南３丁目","人","492"
"0010","人口総数","1","無し","15106018004","新潟市南区大通南４丁目","人","490"
"0010","人口総数","1","無し","15106018005","新潟市南区大通南５丁目","人","123"
"0010","人口総数","1","無し","151060190","新潟市南区沖新保","人","99"
"0010","人口総数","1","無し","151060200","新潟市南区上浦","人","159"
"0010","人口総数","1","無し","151060210","新潟市南区上木山","人","56"
"0010","人口総数","1","無し","151060220","新潟市南区上塩俵","人","266"
"0010","人口総数","1","無し","151060230","新潟市南区上新田","人","293"
"0010","人口総数","1","無し","15106023001","新潟市南区上新田","人","77"
"0010","人口総数","1","無し","15106023002","新潟市南区上新田","人","100"
"0010","人口総数","1","無し","15106023003","新潟市南区上新田","人","116"
"0010","人口総数","1","無し","151060240","新潟市南区上道潟","人","66"
"0010","人口総数","1","無し","151060250","新潟市南区上八枚","人","244"
"0010","人口総数","1","無し","151060260","新潟市南区神屋","人","99"
"0010","人口総数","1","無し","151060270","新潟市南区北田中","人","107"
"0010","人口総数","1","無し","151060280","新潟市南区櫛笥","人","136"
"0010","人口総数","1","無し","15106028001","新潟市南区櫛笥","人","31"
"0010","人口総数","1","無し","15106028002","新潟市南区櫛笥","人","105"
"0010","人口総数","1","無し","151060290","新潟市南区蜘手興野","人","51"
"0010","人口総数","1","無し","151060300","新潟市南区小坂","人","58"
"0010","人口総数","1","無し","151060310","新潟市南区小蔵子","人","300"
"0010","人口総数","1","無し","15106031001","新潟市南区小蔵子","人","285"
"0010","人口総数","1","無し","15106031002","新潟市南区小蔵子","人","15"
"0010","人口総数","1","無し","151060320","新潟市南区七軒","人","509"
"0010","人口総数","1","無し","15106032001","新潟市南区七軒","人","322"
"0010","人口総数","1","無し","15106032002","新潟市南区七軒","人","117"
"0010","人口総数","1","無し","15106032003","新潟市南区七軒","人","70"
"0010","人口総数","1","無し","151060330","新潟市南区七軒町","人","230"
"0010","人口総数","1","無し","151060340","新潟市南区清水","人","255"
"0010","人口総数","1","無し","151060350","新潟市南区下木山","人","300"
"0010","人口総数","1","無し","151060360","新潟市南区下塩俵","人","307"
"0010","人口総数","1","無し","151060370","新潟市南区下道潟","人","92"
"0010","人口総数","1","無し","151060380","新潟市南区下八枚","人","166"
"0010","人口総数","1","無し","151060390","新潟市南区下山崎","人","108"
"0010","人口総数","1","無し","151060400","新潟市南区十五間","人","187"
"0010","人口総数","1","無し","151060410","新潟市南区十二道島","人","81"
"0010","人口総数","1","無し","151060420","新潟市南区上下諏訪木","人","1849"
"0010","人口総数","1","無し","15106042001","新潟市南区上下諏訪木","人","42"
"0010","人口総数","1","無し","15106042002","新潟市南区上下諏訪木","人","44"
"0010","人口総数","1","無し","15106042003","新潟市南区上下諏訪木","人","50"
"0010","人口総数","1","無し","15106042004","新潟市南区上下諏訪木","人","6"
"0010","人口総数","1","無し","15106042005","新潟市南区上下諏訪木","人","8"
"0010","人口総数","1","無し","15106042006","新潟市南区上下諏訪木","人","5"
"0010","人口総数","1","無し","15106042007","新潟市南区上下諏訪木","人","68"
"0010","人口総数","1","無し","15106042008","新潟市南区上下諏訪木","人","52"
"0010","人口総数","1","無し","15106042009","新潟市南区上下諏訪木","人","34"
"0010","人口総数","1","無し","15106042010","新潟市南区上下諏訪木","人","34"
"0010","人口総数","1","無し","15106042011","新潟市南区上下諏訪木","人","63"
"0010","人口総数","1","無し","15106042012","新潟市南区上下諏訪木","人","88"
"0010","人口総数","1","無し","15106042014","新潟市南区上下諏訪木","人","83"
"0010","人口総数","1","無し","15106042015","新潟市南区上下諏訪木","人","3"
"0010","人口総数","1","無し","15106042016","新潟市南区上下諏訪木","人","115"
"0010","人口総数","1","無し","15106042017","新潟市南区上下諏訪木","人","341"
"0010","人口総数","1","無し","15106042018","新潟市南区上下諏訪木","人","66"
"0010","人口総数","1","無し","15106042019","新潟市南区上下諏訪木","人","362"
"0010","人口総数","1","無し","15106042020","新潟市南区上下諏訪木","人","385"
"0010","人口総数","1","無し","151060430","新潟市南区庄瀬","人","1072"
"0010","人口総数","1","無し","15106043001","新潟市南区庄瀬","人","184"
"0010","人口総数","1","無し","15106043002","新潟市南区庄瀬","人","129"
"0010","人口総数","1","無し","15106043003","新潟市南区庄瀬","人","92"
"0010","人口総数","1","無し","15106043004","新潟市南区庄瀬","人","116"
"0010","人口総数","1","無し","15106043005","新潟市南区庄瀬","人","115"
"0010","人口総数","1","無し","15106043006","新潟市南区庄瀬","人","73"
"0010","人口総数","1","無し","15106043007","新潟市南区庄瀬","人","140"
"0010","人口総数","1","無し","15106043008","新潟市南区庄瀬","人","90"
"0010","人口総数","1","無し","15106043009","新潟市南区庄瀬","人","133"
"0010","人口総数","1","無し","151060440","新潟市南区次郎右エ門興野","人","87"
"0010","人口総数","1","無し","151060450","新潟市南区白根","人","2208"
"0010","人口総数","1","無し","15106045001","新潟市南区白根","人","44"
"0010","人口総数","1","無し","15106045002","新潟市南区白根","人","23"
"0010","人口総数","1","無し","15106045003","新潟市南区白根","人","34"
"0010","人口総数","1","無し","15106045004","新潟市南区白根","人","30"
"0010","人口総数","1","無し","15106045005","新潟市南区白根","人","62"
"0010","人口総数","1","無し","15106045006","新潟市南区白根","人","56"
"0010","人口総数","1","無し","15106045007","新潟市南区白根","人","25"
"0010","人口総数","1","無し","15106045008","新潟市南区白根","人","59"
"0010","人口総数","1","無し","15106045009","新潟市南区白根","人","161"
"0010","人口総数","1","無し","15106045010","新潟市南区白根","人","52"
"0010","人口総数","1","無し","15106045011","新潟市南区白根","人","37"
"0010","人口総数","1","無し","15106045012","新潟市南区白根","人","30"
"0010","人口総数","1","無し","15106045013","新潟市南区白根","人","28"
"0010","人口総数","1","無し","15106045014","新潟市南区白根","人","80"
"0010","人口総数","1","無し","15106045015","新潟市南区白根","人","31"
"0010","人口総数","1","無し","15106045016","新潟市南区白根","人","32"
"0010","人口総数","1","無し","15106045017","新潟市南区白根","人","73"
"0010","人口総数","1","無し","15106045018","新潟市南区白根","人","90"
"0010","人口総数","1","無し","15106045019","新潟市南区白根","人","65"
"0010","人口総数","1","無し","15106045020","新潟市南区白根","人","205"
"0010","人口総数","1","無し","15106045021","新潟市南区白根","人","102"
"0010","人口総数","1","無し","15106045022","新潟市南区白根","人","52"
"0010","人口総数","1","無し","15106045023","新潟市南区白根","人","37"
"0010","人口総数","1","無し","15106045024","新潟市南区白根","人","33"
"0010","人口総数","1","無し","15106045025","新潟市南区白根","人","58"
"0010","人口総数","1","無し","15106045026","新潟市南区白根","人","24"
"0010","人口総数","1","無し","15106045027","新潟市南区白根","人","41"
"0010","人口総数","1","無し","15106045034","新潟市南区白根","人","60"
"0010","人口総数","1","無し","15106045035","新潟市南区白根","人","103"
"0010","人口総数","1","無し","15106045036","新潟市南区白根","人","107"
"0010","人口総数","1","無し","15106045037","新潟市南区白根","人","374"
"0010","人口総数","1","無し","15106045038","新潟市南区白根","人","0"
"0010","人口総数","1","無し","151060460","新潟市南区白根東町","人","579"
"0010","人口総数","1","無し","151060470","新潟市南区魚町","人","335"
"0010","人口総数","1","無し","15106047001","新潟市南区魚町","人","92"
"0010","人口総数","1","無し","15106047002","新潟市南区魚町","人","100"
"0010","人口総数","1","無し","15106047003","新潟市南区魚町","人","65"
"0010","人口総数","1","無し","15106047004","新潟市南区魚町","人","78"
"0010","人口総数","1","無し","151060480","新潟市南区白根水道町","人","350"
"0010","人口総数","1","無し","151060490","新潟市南区白根ノ内七軒","人","200"
"0010","人口総数","1","無し","15106049001","新潟市南区白根ノ内七軒","人","76"
"0010","人口総数","1","無し","15106049002","新潟市南区白根ノ内七軒","人","124"
"0010","人口総数","1","無し","151060500","新潟市南区白根日の出町","人","489"
"0010","人口総数","1","無し","151060510","新潟市南区白根古川","人","577"
"0010","人口総数","1","無し","151060520","新潟市南区白根四ツ興野","人","309"
"0010","人口総数","1","無し","151060530","新潟市南区新生町","人","458"
"0010","人口総数","1","無し","15106053001","新潟市南区新生町１丁目","人","313"
"0010","人口総数","1","無し","15106053002","新潟市南区新生町２丁目","人","72"
"0010","人口総数","1","無し","15106053003","新潟市南区新生町３丁目","人","73"
"0010","人口総数","1","無し","151060540","新潟市南区新山崎町","人","314"
"0010","人口総数","1","無し","15106054001","新潟市南区新山崎町１丁目","人","139"
"0010","人口総数","1","無し","15106054002","新潟市南区新山崎町２丁目","人","95"
"0010","人口総数","1","無し","15106054003","新潟市南区新山崎町３丁目","人","80"
"0010","人口総数","1","無し","151060550","新潟市南区親和町","人","168"
"0010","人口総数","1","無し","151060560","新潟市南区杉菜","人","227"
"0010","人口総数","1","無し","151060570","新潟市南区助次右エ門組","人","113"
"0010","人口総数","1","無し","151060580","新潟市南区蔵主","人","128"
"0010","人口総数","1","無し","151060590","新潟市南区大郷","人","501"
"0010","人口総数","1","無し","15106059001","新潟市南区大郷","人","188"
"0010","人口総数","1","無し","15106059002","新潟市南区大郷","人","65"
"0010","人口総数","1","無し","15106059003","新潟市南区大郷","人","162"
"0010","人口総数","1","無し","15106059004","新潟市南区大郷","人","86"
"0010","人口総数","1","無し","151060600","新潟市南区田尾","人","124"
"0010","人口総数","1","無し","151060610","新潟市南区高井興野","人","510"
"0010","人口総数","1","無し","15106061001","新潟市南区高井興野","人","355"
"0010","人口総数","1","無し","15106061002","新潟市南区高井興野","人","155"
"0010","人口総数","1","無し","151060620","新潟市南区高井東","人","1146"
"0010","人口総数","1","無し","15106062001","新潟市南区高井東１丁目","人","534"
"0010","人口総数","1","無し","15106062002","新潟市南区高井東２丁目","人","612"
"0010","人口総数","1","無し","151060630","新潟市南区南田中","人","154"
"0010","人口総数","1","無し","151060640","新潟市南区戸石新田","人","412"
"0010","人口総数","1","無し","151060650","新潟市南区戸頭","人","793"
"0010","人口総数","1","無し","15106065001","新潟市南区戸頭","人","128"
"0010","人口総数","1","無し","15106065002","新潟市南区戸頭","人","622"
"0010","人口総数","1","無し","15106065003","新潟市南区戸頭","人","3"
"0010","人口総数","1","無し","15106065004","新潟市南区戸頭","人","40"
"0010","人口総数","1","無し","151060660","新潟市南区中小見","人","67"
"0010","人口総数","1","無し","151060670","新潟市南区中塩俵","人","196"
"0010","人口総数","1","無し","151060680","新潟市南区白根中山","人","151"
"0010","人口総数","1","無し","151060690","新潟市南区鍋潟","人","227"
"0010","人口総数","1","無し","151060700","新潟市南区新飯田","人","1504"
"0010","人口総数","1","無し","15106070001","新潟市南区新飯田","人","41"
"0010","人口総数","1","無し","15106070002","新潟市南区新飯田","人","59"
"0010","人口総数","1","無し","15106070003","新潟市南区新飯田","人","52"
"0010","人口総数","1","無し","15106070004","新潟市南区新飯田","人","38"
"0010","人口総数","1","無し","15106070005","新潟市南区新飯田","人","89"
"0010","人口総数","1","無し","15106070006","新潟市南区新飯田","人","46"
"0010","人口総数","1","無し","15106070007","新潟市南区新飯田","人","52"
"0010","人口総数","1","無し","15106070008","新潟市南区新飯田","人","67"
"0010","人口総数","1","無し","15106070009","新潟市南区新飯田","人","48"
"0010","人口総数","1","無し","15106070010","新潟市南区新飯田","人","251"
"0010","人口総数","1","無し","15106070011","新潟市南区新飯田","人","246"
"0010","人口総数","1","無し","15106070012","新潟市南区新飯田","人","56"
"0010","人口総数","1","無し","15106070013","新潟市南区新飯田","人","105"
"0010","人口総数","1","無し","15106070014","新潟市南区新飯田","人","90"
"0010","人口総数","1","無し","15106070015","新潟市南区新飯田","人","109"
"0010","人口総数","1","無し","15106070016","新潟市南区新飯田","人","155"
"0010","人口総数","1","無し","151060710","新潟市南区西笠巻","人","369"
"0010","人口総数","1","無し","15106071001","新潟市南区西笠巻","人","183"
"0010","人口総数","1","無し","15106071002","新潟市南区西笠巻","人","186"
"0010","人口総数","1","無し","151060720","新潟市南区西笠巻新田","人","422"
"0010","人口総数","1","無し","15106072001","新潟市南区西笠巻新田","人","256"
"0010","人口総数","1","無し","15106072002","新潟市南区西笠巻新田","人","166"
"0010","人口総数","1","無し","15106072003","新潟市南区西笠巻新田","人","0"
"0010","人口総数","1","無し","151060730","新潟市南区西酒屋","人","78"
"0010","人口総数","1","無し","151060740","新潟市南区根岸","人","308"
"0010","人口総数","1","無し","151060750","新潟市南区能登","人","806"
"0010","人口総数","1","無し","15106075001","新潟市南区能登","人","27"
"0010","人口総数","1","無し","15106075002","新潟市南区能登","人","77"
"0010","人口総数","1","無し","15106075004","新潟市南区能登","人","26"
"0010","人口総数","1","無し","15106075005","新潟市南区能登","人","367"
"0010","人口総数","1","無し","15106075007","新潟市南区能登","人","309"
"0010","人口総数","1","無し","151060760","新潟市南区能登","人","492"
"0010","人口総数","1","無し","15106076001","新潟市南区能登１丁目","人","350"
"0010","人口総数","1","無し","15106076002","新潟市南区能登２丁目","人","142"
"0010","人口総数","1","無し","151060770","新潟市南区東笠巻","人","415"
"0010","人口総数","1","無し","15106077001","新潟市南区東笠巻","人","160"
"0010","人口総数","1","無し","15106077002","新潟市南区東笠巻","人","177"
"0010","人口総数","1","無し","15106077003","新潟市南区東笠巻","人","78"
"0010","人口総数","1","無し","151060780","新潟市南区東笠巻新田","人","306"
"0010","人口総数","1","無し","15106078001","新潟市南区東笠巻新田","人","150"
"0010","人口総数","1","無し","15106078002","新潟市南区東笠巻新田","人","156"
"0010","人口総数","1","無し","151060790","新潟市南区東萱場","人","257"
"0010","人口総数","1","無し","151060800","新潟市南区菱潟","人","238"
"0010","人口総数","1","無し","15106080001","新潟市南区菱潟","人","123"
"0010","人口総数","1","無し","15106080002","新潟市南区菱潟","人","115"
"0010","人口総数","1","無し","151060810","新潟市南区菱潟新田","人","74"
"0010","人口総数","1","無し","151060820","新潟市南区引越","人","145"
"0010","人口総数","1","無し","151060830","新潟市南区平潟","人","62"
"0010","人口総数","1","無し","151060840","新潟市南区平潟新田","人","71"
